primary_label;secondary_labels;type;latitude;longitude;scientific_name;common_name;author;license;rating;url;filename
asbfly;[];['song'];437.953;1.325.283;Muscicapa dauurica;Asian Brown Flycatcher;Albert Lastukhin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/347563;asbfly/XC347563.ogg
asbfly;['comior1'];['call'];14.181;1.037.248;Muscicapa dauurica;Asian Brown Flycatcher;Kim Chuah Lim;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/347938;asbfly/XC347938.ogg
asbfly;[];['song'];491.126;1.307.299;Muscicapa dauurica;Asian Brown Flycatcher;Aleksey Antonov;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/374520;asbfly/XC374520.ogg
asbfly;[];['song'];622.907;889.948;Muscicapa dauurica;Asian Brown Flycatcher;Lars Edenius;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/376509;asbfly/XC376509.ogg
asbfly;[];['call'];13.415;1.037.876;Muscicapa dauurica;Asian Brown Flycatcher;Yeo SB;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/396237;asbfly/XC396237.ogg
asbfly;[];['call'];13.415;1.037.876;Muscicapa dauurica;Asian Brown Flycatcher;Yeo SB;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/396238;asbfly/XC396238.ogg
asbfly;['asikoe2'];['call'];138.577;1.004.663;Muscicapa dauurica;Asian Brown Flycatcher;Werzik;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://www.xeno-canto.org/399102;asbfly/XC399102.ogg
asbfly;[];['song'];498.699;1.276.447;Muscicapa dauurica;Asian Brown Flycatcher;Tom Wulf;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/405069;asbfly/XC405069.ogg
asbfly;[];['call'];129.912;802.363;Muscicapa dauurica;Asian Brown Flycatcher;Vivek Puliyeri;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/412227;asbfly/XC412227.ogg
asbfly;['commyn'];['call'];129.912;802.363;Muscicapa dauurica;Asian Brown Flycatcher;Vivek Puliyeri;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://www.xeno-canto.org/412228;asbfly/XC412228.ogg
asbfly;['asikoe2'];['call'];138.549;1.004.735;Muscicapa dauurica;Asian Brown Flycatcher;Werzik;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/441145;asbfly/XC441145.ogg
asbfly;[];['call'];103.526;775.744;Muscicapa dauurica;Asian Brown Flycatcher;Viral joshi;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/453302;asbfly/XC453302.ogg
asbfly;[];['song'];361.597;1.284.909;Muscicapa dauurica;Asian Brown Flycatcher;Martin Sutherland;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/464609;asbfly/XC464609.ogg
asbfly;[];['male', 'song'];363.319;1.273.555;Muscicapa dauurica;Asian Brown Flycatcher;Stuart Fisher;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://www.xeno-canto.org/484489;asbfly/XC484489.ogg
asbfly;[];['song'];;;Muscicapa dauurica;Asian Brown Flycatcher;D.Farrow;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/49755;asbfly/XC49755.ogg
asbfly;[];['call'];42.948;1.318.324;Muscicapa dauurica;Asian Brown Flycatcher;Jonas Buddemeier;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/499134;asbfly/XC499134.ogg
asbfly;[];['adult', 'call'];46.009;1.011.485;Muscicapa dauurica;Asian Brown Flycatcher;Amar-Singh HSS;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/505369;asbfly/XC505369.ogg
asbfly;[];['call'];194.544;54.622;Muscicapa dauurica;Asian Brown Flycatcher;Alain Malengreau;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/508268;asbfly/XC508268.ogg
asbfly;[];['Song'];363.653;1.385.939;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://www.xeno-canto.org/528852;asbfly/XC528852.ogg
asbfly;[];['call'];13.695;1.039.005;Muscicapa dauurica;Asian Brown Flycatcher;Tan Kok Hui;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/530877;asbfly/XC530877.ogg
asbfly;['barswa', 'commyn', 'copbar1', 'spodov'];['adult', 'call', 'sex uncertain'];211.618;81.241;Muscicapa dauurica;Asian Brown Flycatcher;Sreekumar Chirukandoth;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/554430;asbfly/XC554430.ogg
asbfly;[];['Call'];1.291.781;103.630.832;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/575547;asbfly/XC575547.ogg
asbfly;[];['Call'];0.6837;104.26;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/578908;asbfly/XC578908.ogg
asbfly;[];['Subsong'];12.914;1.037.667;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/578909;asbfly/XC578909.ogg
asbfly;[];['alarm call'];359.259;1.267.468;Muscicapa dauurica;Asian Brown Flycatcher;Byoungsoon Jang;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/589132;asbfly/XC589132.ogg
asbfly;[];['call'];179.361;1.026.217;Muscicapa dauurica;Asian Brown Flycatcher;Bram Piot;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/596043;asbfly/XC596043.ogg
asbfly;['whtkin2'];['call'];31.404;101.632;Muscicapa dauurica;Asian Brown Flycatcher;bryanW;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://www.xeno-canto.org/600171;asbfly/XC600171.ogg
asbfly;[];['Alarm call'];1.313.926;103.815.667;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/610733;asbfly/XC610733.ogg
asbfly;[];['Call'];1.313.926;103.815.667;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/610734;asbfly/XC610734.ogg
asbfly;[];['Call'];1.313.926;103.815.667;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/610735;asbfly/XC610735.ogg
asbfly;[];['call'];238.264;1.208.024;Muscicapa dauurica;Asian Brown Flycatcher;Sunny Tseng;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/629846;asbfly/XC629846.ogg
asbfly;[];['call'];238.264;1.208.024;Muscicapa dauurica;Asian Brown Flycatcher;Sunny Tseng;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/629847;asbfly/XC629847.ogg
asbfly;[];['adult', 'call', 'sex uncertain', 'song'];238.287;1.208.017;Muscicapa dauurica;Asian Brown Flycatcher;Jerome Chie-Jen Ko;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;0.5;https://www.xeno-canto.org/643642;asbfly/XC643642.ogg
asbfly;[];['call'];68.922;801.728;Muscicapa dauurica;Asian Brown Flycatcher;THILANKA EDIRISINGHE;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/647397;asbfly/XC647397.ogg
asbfly;[];['Call'];13.422;1.038.254;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/665386;asbfly/XC665386.ogg
asbfly;['comtai1'];['call'];179.361;1.026.217;Muscicapa dauurica;Asian Brown Flycatcher;Bram Piot;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;http://xeno-canto.org/677470;asbfly/XC677470.ogg
asbfly;[];['call', 'life stage uncertain', 'sex uncertain'];13.178;103.772;Muscicapa dauurica;Asian Brown Flycatcher;Kim Chuah Lim;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;http://xeno-canto.org/684073;asbfly/XC684073.ogg
asbfly;[];['adult', 'call', 'sex uncertain'];100.825;782.164;Muscicapa dauurica;Asian Brown Flycatcher;Sreekumar Chirukandoth;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;http://xeno-canto.org/687953;asbfly/XC687953.ogg
asbfly;['ashdro1'];['adult', 'call', 'sex uncertain'];100.825;782.164;Muscicapa dauurica;Asian Brown Flycatcher;Sreekumar Chirukandoth;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;http://xeno-canto.org/687954;asbfly/XC687954.ogg
asbfly;['grewar3'];['adult', 'call', 'sex uncertain'];100.825;782.164;Muscicapa dauurica;Asian Brown Flycatcher;Sreekumar Chirukandoth;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;http://xeno-canto.org/687955;asbfly/XC687955.ogg
asbfly;[];[''];311.741;1.214.214;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/712207;asbfly/XC712207.ogg
asbfly;[];[''];24.585;1.179.306;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/713467;asbfly/XC713467.ogg
asbfly;[];[''];24.585;1.179.306;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/713503;asbfly/XC713503.ogg
asbfly;[];[''];183.692;1.003.536;Muscicapa dauurica;Asian Brown Flycatcher;Somkiat Pakapinyo (Chai);Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/716486;asbfly/XC716486.ogg
asbfly;[];[''];31.103;1.213.298;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/716692;asbfly/XC716692.ogg
asbfly;[];[''];309.433;1.219.669;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/716727;asbfly/XC716727.ogg
asbfly;[];[''];309.433;1.219.669;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/716737;asbfly/XC716737.ogg
asbfly;[];[''];309.433;1.219.669;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/716738;asbfly/XC716738.ogg
asbfly;[];[''];309.433;1.219.669;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/716740;asbfly/XC716740.ogg
asbfly;[];[''];309.433;1.219.669;Muscicapa dauurica;Asian Brown Flycatcher;Bo Shunqi;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/718355;asbfly/XC718355.ogg
asbfly;[];[''];31.617;1.214.018;Muscicapa dauurica;Asian Brown Flycatcher;Bo Shunqi;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/724148;asbfly/XC724148.ogg
asbfly;[];[''];31.617;1.214.018;Muscicapa dauurica;Asian Brown Flycatcher;Bo Shunqi;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/724266;asbfly/XC724266.ogg
asbfly;[];[''];354.186;1.388.775;Muscicapa dauurica;Asian Brown Flycatcher;Geoff Carey;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/741062;asbfly/XC741062.ogg
asbfly;[];[''];451.845;1.362.618;Muscicapa dauurica;Asian Brown Flycatcher;Geoff Carey;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/741066;asbfly/XC741066.ogg
asbfly;[];[''];224.495;1.143.209;Muscicapa dauurica;Asian Brown Flycatcher;Geoff Carey;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/741067;asbfly/XC741067.ogg
asbfly;[];[''];311.741;1.214.214;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/745831;asbfly/XC745831.ogg
asbfly;[];[''];311.741;1.214.214;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/749597;asbfly/XC749597.ogg
asbfly;[];[''];13.359;103.726;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/756431;asbfly/XC756431.ogg
asbfly;[];[''];13.359;103.726;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/756532;asbfly/XC756532.ogg
asbfly;[];[''];68.922;801.728;Muscicapa dauurica;Asian Brown Flycatcher;Okamoto Keita Sin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/756617;asbfly/XC756617.ogg
asbfly;[];[''];311.741;1.214.214;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://xeno-canto.org/760532;asbfly/XC760532.ogg
asbfly;[];[''];200.107;1.103.175;Muscicapa dauurica;Asian Brown Flycatcher;Dave Guo;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/767510;asbfly/XC767510.ogg
asbfly;[];[''];199.751;1.104.364;Muscicapa dauurica;Asian Brown Flycatcher;Dave Guo;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/770506;asbfly/XC770506.ogg
asbfly;[];[''];199.751;1.104.364;Muscicapa dauurica;Asian Brown Flycatcher;Dave Guo;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/770507;asbfly/XC770507.ogg
asbfly;[];[''];241.841;526.295;Muscicapa dauurica;Asian Brown Flycatcher;Khalifa;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/775904;asbfly/XC775904.ogg
asbfly;[];[''];182.525;1.095.121;Muscicapa dauurica;Asian Brown Flycatcher;Shuangqi Liu;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/778686;asbfly/XC778686.ogg
asbfly;[];[''];316.569;1.216.082;Muscicapa dauurica;Asian Brown Flycatcher;Tiantian Zhao 赵天天;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/778717;asbfly/XC778717.ogg
asbfly;[];[''];39.824;116.385;Muscicapa dauurica;Asian Brown Flycatcher;王自堃;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/785503;asbfly/XC785503.ogg
asbfly;[];[''];482.935;1.348.174;Muscicapa dauurica;Asian Brown Flycatcher;Vadim Ivushkin ;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/805713;asbfly/XC805713.ogg
asbfly;[];[''];251.423;1.027.494;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/818340;asbfly/XC818340.ogg
asbfly;[];[''];49.65;121.823;Muscicapa dauurica;Asian Brown Flycatcher;Oriental Stork;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://xeno-canto.org/821324;asbfly/XC821324.ogg
asbfly;[];[''];516.672;1.218.224;Muscicapa dauurica;Asian Brown Flycatcher;Oriental Stork;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/821773;asbfly/XC821773.ogg
asbfly;[];[''];;;Muscicapa dauurica;Asian Brown Flycatcher;王自堃;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/825177;asbfly/XC825177.ogg
asbfly;[];[''];39.946;1.168.092;Muscicapa dauurica;Asian Brown Flycatcher;pksunking;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/827640;asbfly/XC827640.ogg
asbfly;[];[''];312.164;1.219.213;Muscicapa dauurica;Asian Brown Flycatcher;Ray Tsu 诸仁;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/830258;asbfly/XC830258.ogg
asbfly;[];[''];453.373;1.040.056;Muscicapa dauurica;Asian Brown Flycatcher;Martin Billard;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/833987;asbfly/XC833987.ogg
asbfly;[];[''];366.518;1.171.201;Muscicapa dauurica;Asian Brown Flycatcher;pehjiang;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/834959;asbfly/XC834959.ogg
asbfly;[];[''];138.233;100.881;Muscicapa dauurica;Asian Brown Flycatcher;Peter Ericsson;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/837545;asbfly/XC837545.ogg
asbfly;[];[''];276.254;1.212.059;Muscicapa dauurica;Asian Brown Flycatcher;Bo Shunqi 薄顺奇;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/839572;asbfly/XC839572.ogg
asbfly;[];[''];13.714;1.005.247;Muscicapa dauurica;Asian Brown Flycatcher;Sam Hambly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/842684;asbfly/XC842684.ogg
asbfly;[];[''];13.714;1.005.247;Muscicapa dauurica;Asian Brown Flycatcher;Sam Hambly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/842686;asbfly/XC842686.ogg
asbfly;[];[''];139.114;1.004.762;Muscicapa dauurica;Asian Brown Flycatcher;Sam Hambly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/846616;asbfly/XC846616.ogg
asbfly;[];[''];13.848;1.004.844;Muscicapa dauurica;Asian Brown Flycatcher;Sam Hambly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/856776;asbfly/XC856776.ogg
asbfly;[];[''];137.747;1.008.919;Muscicapa dauurica;Asian Brown Flycatcher;Sam Hambly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/858110;asbfly/XC858110.ogg
ashdro1;[];['song'];27.362;910.286;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/114598;ashdro1/XC114598.ogg
ashdro1;[];['call'];27.362;910.286;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/114599;ashdro1/XC114599.ogg
ashdro1;[];['call'];27.362;910.286;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/114600;ashdro1/XC114600.ogg
ashdro1;[];['call', 'song'];273.071;911.643;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/114601;ashdro1/XC114601.ogg
ashdro1;[];['song'];273.071;911.643;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/114602;ashdro1/XC114602.ogg
ashdro1;[];['song'];272.753;912.399;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/114603;ashdro1/XC114603.ogg
ashdro1;[];['song'];272.753;912.399;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/114604;ashdro1/XC114604.ogg
ashdro1;[];['song'];270.189;915.118;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/114605;ashdro1/XC114605.ogg
ashdro1;[];['song'];270.189;915.118;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/114606;ashdro1/XC114606.ogg
ashdro1;[];['song'];26.61;935.008;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/116334;ashdro1/XC116334.ogg
ashdro1;[];['song'];26.61;935.008;Dicrurus leucophaeus;Ashy Drongo;Mike Nelson;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/116335;ashdro1/XC116335.ogg
ashdro1;[];['call'];188.897;731.232;Dicrurus leucophaeus;Ashy Drongo;Saurabh Sawant;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/120586;ashdro1/XC120586.ogg
